time,open,high,low,close
2023-01-02T23:00:00Z,11023.8,11030.5,10952.5,10967.4
2023-01-03T00:00:00Z,10967.1,10968.3,10910.1,10911.9
2023-01-03T01:00:00Z,10912.6,10912.6,10867,10900.4
2023-01-03T02:00:00Z,10900.5,10930.5,10890.8,10924.6
2023-01-03T03:00:00Z,10924.3,10949.6,10920.3,10948
2023-01-03T04:00:00Z,10948.1,10952.3,10936.5,10937
2023-01-03T05:00:00Z,10937.3,10971.8,10936.9,10965.1
2023-01-03T06:00:00Z,10965,10979.5,10949.4,10965.9
2023-01-03T07:00:00Z,10966,11002.5,10949.1,11001.6
2023-01-03T08:00:00Z,11001.6,11047.6,10979.3,11040.5
2023-01-03T09:00:00Z,11040.5,11080.8,11037.6,11080.8
2023-01-03T10:00:00Z,11081,11084.2,11036.1,11057
2023-01-03T11:00:00Z,11057.3,11062.5,10969,10992.6
2023-01-03T12:00:00Z,10992,11021.5,10966.6,11011.1
2023-01-03T13:00:00Z,11011,11040.6,10975.8,11030.3
2023-01-03T14:00:00Z,11030.3,11095.2,10905.1,10907.7
2023-01-03T15:00:00Z,10907.6,10929.6,10827.5,10888.7
2023-01-03T16:00:00Z,10888.5,10899.6,10777.8,10792.1
2023-01-03T17:00:00Z,10792.3,10826.6,10765.5,10790.8
2023-01-03T18:00:00Z,10790,10838.9,10771.9,10834.4
2023-01-03T19:00:00Z,10834.8,10882.7,10790.5,10857.2
2023-01-03T20:00:00Z,10858,10891.5,10847.3,10863
2023-01-03T21:00:00Z,10862.5,10865.3,10839.8,10859.9
2023-01-03T23:00:00Z,10850.3,10867.8,10849,10867.1
2023-01-04T00:00:00Z,10866.8,10881.1,10864,10868.1
2023-01-04T01:00:00Z,10868.3,10903,10866.5,10895.6
2023-01-04T02:00:00Z,10895.8,10901.6,10875.3,10875.9
2023-01-04T03:00:00Z,10876,10892.6,10871,10883.6
2023-01-04T04:00:00Z,10883.6,10901.6,10881.6,10901.4
2023-01-04T05:00:00Z,10901.4,10905.9,10887,10895.9
2023-01-04T06:00:00Z,10895.3,10901.8,10883.4,10900.6
2023-01-04T07:00:00Z,10900.5,10919.6,10895,10915.4
2023-01-04T08:00:00Z,10915.9,10969,10912.6,10937.4
2023-01-04T09:00:00Z,10937.4,10941.8,10912.1,10921.8
2023-01-04T10:00:00Z,10922,10942.4,10890.8,10913.1
2023-01-04T11:00:00Z,10912.9,10946.3,10911.4,10928.5
2023-01-04T12:00:00Z,10928.6,10930.1,10890.8,10909.1
2023-01-04T13:00:00Z,10910.6,10965.8,10905.3,10942.8
2023-01-04T14:00:00Z,10942.8,10964.3,10872.9,10900
2023-01-04T15:00:00Z,10899.3,10934.6,10781.1,10879.3
2023-01-04T16:00:00Z,10880.9,10982.4,10856.7,10961.9
2023-01-04T17:00:00Z,10962.4,10974.5,10918.2,10918.7
2023-01-04T18:00:00Z,10918.5,10960.4,10891.7,10930
2023-01-04T19:00:00Z,10929.7,10978,10816.9,10908.9
2023-01-04T20:00:00Z,10908.9,10936.7,10823.2,10913.7
2023-01-04T21:00:00Z,10912.7,10920.7,10889.3,10898.1
2023-01-04T23:00:00Z,10908.1,10921.1,10902.5,10912
2023-01-05T00:00:00Z,10912.1,10915.1,10897.8,10898
2023-01-05T01:00:00Z,10898.2,10911.8,10892.3,10896.1
2023-01-05T02:00:00Z,10895.8,10897.2,10850.7,10869.3
2023-01-05T03:00:00Z,10869.2,10879.3,10860,10869.1
2023-01-05T04:00:00Z,10868.7,10903.2,10868.7,10899.3
2023-01-05T05:00:00Z,10898.8,10905.8,10891.2,10898.8
2023-01-05T06:00:00Z,10898.5,10908.8,10869,10869
2023-01-05T07:00:00Z,10869.1,10885,10858.7,10868
2023-01-05T08:00:00Z,10869.1,10891.8,10847.5,10878.3
2023-01-05T09:00:00Z,10878.5,10900.3,10861.2,10900
2023-01-05T10:00:00Z,10900.5,10932.1,10893.2,10919.2
2023-01-05T11:00:00Z,10919.3,10956.1,10919.3,10940.5
2023-01-05T12:00:00Z,10940.3,10962,10920.3,10924.1
2023-01-05T13:00:00Z,10924.8,10937,10829.5,10845.6
2023-01-05T14:00:00Z,10845.3,10845.6,10731.2,10784.3
2023-01-05T15:00:00Z,10783.6,10842,10759.6,10766.3
2023-01-05T16:00:00Z,10765.2,10809.1,10755.4,10778.1
2023-01-05T17:00:00Z,10777.7,10809.1,10756.8,10758.5
2023-01-05T18:00:00Z,10758.3,10835.9,10743.7,10795.8
2023-01-05T19:00:00Z,10797,10835.3,10781.4,10800.9
2023-01-05T20:00:00Z,10801.2,10801.5,10727.3,10741.8
2023-01-05T21:00:00Z,10742.1,10761.8,10738.7,10757.7
2023-01-05T23:00:00Z,10764.6,10769.5,10752.5,10761.6
2023-01-06T00:00:00Z,10761.1,10774.7,10761,10773.1
2023-01-06T01:00:00Z,10773.1,10790.2,10768.8,10786.1
2023-01-06T02:00:00Z,10786.2,10790.6,10784,10787.6
2023-01-06T03:00:00Z,10787.5,10807,10786.5,10791.7
2023-01-06T04:00:00Z,10791.8,10800.7,10786.5,10796.6
2023-01-06T05:00:00Z,10796.6,10797,10765.6,10771.1
2023-01-06T06:00:00Z,10771.8,10778.6,10765.7,10771.7
2023-01-06T07:00:00Z,10771.6,10786.2,10740,10742.3
2023-01-06T08:00:00Z,10742.1,10757.6,10734.3,10750.5
2023-01-06T09:00:00Z,10749.2,10751.2,10700.7,10726.1
2023-01-06T10:00:00Z,10726,10744.2,10712,10713
2023-01-06T11:00:00Z,10713.1,10735.2,10705,10714.5
2023-01-06T12:00:00Z,10714.6,10729.1,10701.1,10717.6
2023-01-06T13:00:00Z,10718.3,10890.8,10673.6,10865.6
2023-01-06T14:00:00Z,10865.5,10872.6,10689.6,10737.1
2023-01-06T15:00:00Z,10736.7,10919.2,10736.7,10908.1
2023-01-06T16:00:00Z,10908.9,10966.1,10892.7,10946.7
2023-01-06T17:00:00Z,10946.8,10961.8,10920.4,10935.7
2023-01-06T18:00:00Z,10936.7,10997.4,10931.4,10995.1
2023-01-06T19:00:00Z,10995.8,11071.9,10992.6,11061.3
2023-01-06T20:00:00Z,11061.4,11087.2,11027.4,11036.5
2023-01-06T21:00:00Z,11035.5,11040.1,11014.4,11026.7
2023-01-08T23:00:00Z,11060.3,11080.4,11054.3,11063.9
2023-01-09T00:00:00Z,11064.1,11073,11044.1,11071.4
2023-01-09T01:00:00Z,11071.3,11072.9,11052,11058.9
2023-01-09T02:00:00Z,11058.8,11071.8,11058.6,11066.3
2023-01-09T03:00:00Z,11066.1,11069.5,11058.5,11068
2023-01-09T04:00:00Z,11067.8,11098.3,11067.3,11094.4
2023-01-09T05:00:00Z,11094.3,11094.5,11080.6,11087.8
2023-01-09T06:00:00Z,11087.9,11088.9,11072.4,11079.9
2023-01-09T07:00:00Z,11081.4,11088.6,11044.9,11051.6
2023-01-09T08:00:00Z,11052.1,11071.5,11041.5,11048.6
2023-01-09T09:00:00Z,11048.8,11106.6,11046.5,11085.8
2023-01-09T10:00:00Z,11085.9,11098,11072,11081.3
2023-01-09T11:00:00Z,11081.4,11089.8,11061.5,11071
2023-01-09T12:00:00Z,11070.6,11106.1,11068.6,11091
2023-01-09T13:00:00Z,11091.3,11116.5,11067.1,11095.3
2023-01-09T14:00:00Z,11095.5,11231.6,11091.1,11230.9
2023-01-09T15:00:00Z,11231.1,11285.1,11201.5,11256.1
2023-01-09T16:00:00Z,11256.1,11306.4,11255.3,11291.1
2023-01-09T17:00:00Z,11291.4,11294.8,11251.3,11274.5
2023-01-09T18:00:00Z,11274.6,11287.2,11184,11202.5
2023-01-09T19:00:00Z,11202.6,11228.5,11140.5,11145.8
2023-01-09T20:00:00Z,11146.6,11158.8,11082.8,11109.1
2023-01-09T21:00:00Z,11109.2,11113.1,11093.3,11105
2023-01-09T23:00:00Z,11106.4,11107.6,11089.3,11095.7
2023-01-10T00:00:00Z,11096.4,11097.7,11064.6,11075.7
2023-01-10T01:00:00Z,11075.8,11101.1,11074.7,11096.4
2023-01-10T02:00:00Z,11096.6,11099.4,11047.1,11063.8
2023-01-10T03:00:00Z,11064.3,11076.2,11051.8,11064.4
2023-01-10T04:00:00Z,11064.3,11070.6,11062.1,11067.7
2023-01-10T05:00:00Z,11067.6,11088.2,11061.3,11082.2
2023-01-10T06:00:00Z,11082.1,11094.2,11075.6,11090.9
2023-01-10T07:00:00Z,11091.4,11096.1,11074.2,11081.6
2023-01-10T08:00:00Z,11081.7,11117.9,11077.3,11093.4
2023-01-10T09:00:00Z,11093.3,11111.1,11077.9,11110.4
2023-01-10T10:00:00Z,11110.3,11127.6,11098.4,11118.4
2023-01-10T11:00:00Z,11118.6,11121.8,11058.9,11068.9
2023-01-10T12:00:00Z,11069.1,11071.1,11016.2,11039.4
2023-01-10T13:00:00Z,11039.3,11053.6,11018.7,11049.8
2023-01-10T14:00:00Z,11048.4,11167.3,11039.7,11132.7
2023-01-10T15:00:00Z,11132.7,11206.5,11044.9,11131.2
2023-01-10T16:00:00Z,11131.5,11146.5,11091.5,11114.8
2023-01-10T17:00:00Z,11115,11156.5,11080.7,11142.2
2023-01-10T18:00:00Z,11142.4,11171.7,11131.1,11168
2023-01-10T19:00:00Z,11168.7,11194.9,11159.7,11172.7
2023-01-10T20:00:00Z,11172.2,11208.5,11142.2,11208.5
2023-01-10T21:00:00Z,11208.3,11211.4,11200.1,11203
2023-01-10T23:00:00Z,11204.6,11209.5,11192,11207.6
2023-01-11T00:00:00Z,11207.8,11223.9,11207.1,11218.9
2023-01-11T01:00:00Z,11218.8,11219.4,11195.4,11206.3
2023-01-11T02:00:00Z,11206.1,11213.4,11198.3,11198.8
2023-01-11T03:00:00Z,11199.4,11204.4,11193,11202.6
2023-01-11T04:00:00Z,11202.8,11210.1,11196,11199.8
2023-01-11T05:00:00Z,11199.6,11213.9,11194.9,11201
2023-01-11T06:00:00Z,11200.9,11206.9,11188.8,11189.5
2023-01-11T07:00:00Z,11189.1,11189.5,11162.4,11173.3
2023-01-11T08:00:00Z,11173.1,11192.3,11166.8,11189
2023-01-11T09:00:00Z,11189.1,11238.6,11184,11226.9
2023-01-11T10:00:00Z,11227,11246.5,11210.6,11215.4
2023-01-11T11:00:00Z,11215.1,11241.1,11208,11222
2023-01-11T12:00:00Z,11221.8,11229.3,11198.6,11220.5
2023-01-11T13:00:00Z,11220.6,11250.9,11219.1,11246.8
2023-01-11T14:00:00Z,11246.9,11285.6,11214.1,11259.5
2023-01-11T15:00:00Z,11260.9,11311.1,11237.8,11245.8
2023-01-11T16:00:00Z,11246.1,11308.8,11242.6,11301.1
2023-01-11T17:00:00Z,11301.3,11342.9,11300.2,11325.8
2023-01-11T18:00:00Z,11326.6,11362.9,11309,11331.2
2023-01-11T19:00:00Z,11331.2,11354.7,11317,11342.9
2023-01-11T20:00:00Z,11343.2,11399.8,11341.4,11396.8
2023-01-11T21:00:00Z,11397,11397.9,11384.4,11395.4
2023-01-11T23:00:00Z,11394.9,11396.9,11387.3,11395.9
2023-01-12T00:00:00Z,11396.3,11397.9,11384.4,11391.5
2023-01-12T01:00:00Z,11391.8,11397.7,11384.5,11391.5
2023-01-12T02:00:00Z,11391.3,11395,11383.3,11385.9
2023-01-12T03:00:00Z,11386,11393.4,11385,11390.8
2023-01-12T04:00:00Z,11390.9,11412.5,11390.4,11408.3
2023-01-12T05:00:00Z,11408.3,11409.9,11402.5,11403.4
2023-01-12T06:00:00Z,11403.8,11407.3,11390.2,11390.2
2023-01-12T07:00:00Z,11390,11392.9,11372.2,11385.8
2023-01-12T08:00:00Z,11387,11394.3,11372.7,11392
2023-01-12T09:00:00Z,11392.4,11409.4,11386.9,11404.3
2023-01-12T10:00:00Z,11404.4,11404.4,11370.5,11384.5
2023-01-12T11:00:00Z,11384.4,11394,11380.3,11384.9
2023-01-12T12:00:00Z,11385.3,11417.4,11383.3,11417.3
2023-01-12T13:00:00Z,11417.2,11482.8,11212.5,11467
2023-01-12T14:00:00Z,11468.2,11499.9,11233.4,11278.2
2023-01-12T15:00:00Z,11278.4,11432.4,11277,11350.9
2023-01-12T16:00:00Z,11352.3,11423.7,11309.9,11417
2023-01-12T17:00:00Z,11417.2,11479.3,11401.7,11464.6
2023-01-12T18:00:00Z,11464.3,11498.6,11380.3,11492.8
2023-01-12T19:00:00Z,11493.3,11502.1,11444.8,11463.8
2023-01-12T20:00:00Z,11464.3,11466.1,11412.5,11459.1
2023-01-12T21:00:00Z,11460.5,11466.3,11448.1,11450
2023-01-12T23:00:00Z,11449.1,11454.8,11442.5,11452.2
2023-01-13T00:00:00Z,11452.3,11464.2,11446.7,11447.7
2023-01-13T01:00:00Z,11448,11455.7,11415.2,11423
2023-01-13T02:00:00Z,11422.8,11422.8,11399.5,11416.2
2023-01-13T03:00:00Z,11416.3,11424.5,11406.3,11413.7
2023-01-13T04:00:00Z,11413.6,11420.2,11409.7,11419.3
2023-01-13T05:00:00Z,11419.6,11421.8,11410.6,11419.3
2023-01-13T06:00:00Z,11420.6,11438.2,11417.1,11435.1
2023-01-13T07:00:00Z,11435.2,11453.5,11428.7,11453.5
2023-01-13T08:00:00Z,11453.5,11455.8,11428.5,11453.1
2023-01-13T09:00:00Z,11452.7,11455.8,11422.3,11447.1
2023-01-13T10:00:00Z,11447.2,11462.5,11436.2,11441.8
2023-01-13T11:00:00Z,11441.5,11442.3,11388,11402
2023-01-13T12:00:00Z,11402.3,11410.8,11333.5,11340.8
2023-01-13T13:00:00Z,11342.5,11351.7,11322.7,11332.8
2023-01-13T14:00:00Z,11333.3,11405.3,11318.3,11385.6
2023-01-13T15:00:00Z,11385.2,11466.2,11370,11445.5
2023-01-13T16:00:00Z,11445.1,11453.3,11386.3,11416.9
2023-01-13T17:00:00Z,11416.8,11458.6,11412.8,11455.7
2023-01-13T18:00:00Z,11456.3,11498.7,11435.3,11491.1
2023-01-13T19:00:00Z,11491.2,11508.6,11479.1,11495.8
2023-01-13T20:00:00Z,11496.3,11549.2,11493.2,11537.6
2023-01-13T21:00:00Z,11537.9,11540.6,11516.6,11531.3
2023-01-15T23:00:00Z,11547.9,11549.6,11512.9,11517
2023-01-16T00:00:00Z,11516.9,11538.9,11513.4,11535.1
2023-01-16T01:00:00Z,11534.9,11568,11532,11562.7
2023-01-16T02:00:00Z,11562.9,11565.6,11552,11557.5
