time,open,high,low,close
2025-09-30T21:00:00Z,1.17356,1.17374,1.17343,1.17358
2025-09-30T21:15:00Z,1.17359,1.17374,1.17356,1.17358
2025-09-30T21:30:00Z,1.17358,1.17369,1.17352,1.1736
2025-09-30T21:45:00Z,1.1736,1.1738,1.17354,1.1736
2025-09-30T22:00:00Z,1.17361,1.17423,1.1734,1.17374
2025-09-30T22:15:00Z,1.17374,1.17382,1.17356,1.17356
2025-09-30T22:30:00Z,1.17356,1.17364,1.17343,1.17348
2025-09-30T22:45:00Z,1.17348,1.1735,1.17334,1.17342
2025-09-30T23:00:00Z,1.17346,1.17428,1.17338,1.17418
2025-09-30T23:15:00Z,1.17419,1.17425,1.17396,1.17398
2025-09-30T23:30:00Z,1.17396,1.17398,1.17358,1.17361
2025-09-30T23:45:00Z,1.1736,1.17376,1.17342,1.17345
2025-10-01T00:00:00Z,1.17344,1.17344,1.17297,1.1732
2025-10-01T00:15:00Z,1.17321,1.17384,1.17321,1.17348
2025-10-01T00:30:00Z,1.17348,1.17356,1.1731,1.17326
2025-10-01T00:45:00Z,1.17324,1.17368,1.17321,1.1736
2025-10-01T01:00:00Z,1.17362,1.17368,1.17304,1.17342
2025-10-01T01:15:00Z,1.17344,1.17385,1.17343,1.17379
2025-10-01T01:30:00Z,1.1738,1.17407,1.17367,1.17406
2025-10-01T01:45:00Z,1.17406,1.17408,1.1736,1.17392
2025-10-01T02:00:00Z,1.17392,1.17396,1.17329,1.1733
2025-10-01T02:15:00Z,1.1733,1.1736,1.1733,1.17336
2025-10-01T02:30:00Z,1.17336,1.17357,1.17324,1.17353
2025-10-01T02:45:00Z,1.17354,1.17395,1.1735,1.17378
2025-10-01T03:00:00Z,1.17378,1.1739,1.17368,1.1738
2025-10-01T03:15:00Z,1.17379,1.1738,1.17358,1.17374
2025-10-01T03:30:00Z,1.17372,1.17374,1.1734,1.17358
2025-10-01T03:45:00Z,1.17358,1.17386,1.17358,1.17378
2025-10-01T04:00:00Z,1.1738,1.17427,1.17379,1.17416
2025-10-01T04:15:00Z,1.17418,1.1745,1.17418,1.1745
2025-10-01T04:30:00Z,1.1745,1.17491,1.17449,1.1749
2025-10-01T04:45:00Z,1.17488,1.17588,1.17487,1.17583
2025-10-01T05:00:00Z,1.17587,1.17671,1.1756,1.17589
2025-10-01T05:15:00Z,1.17588,1.17634,1.17574,1.17602
2025-10-01T05:30:00Z,1.17603,1.17607,1.17568,1.17572
2025-10-01T05:45:00Z,1.17572,1.17575,1.17522,1.17524
2025-10-01T06:00:00Z,1.17522,1.17602,1.17507,1.17574
2025-10-01T06:15:00Z,1.17574,1.17595,1.17536,1.1759
2025-10-01T06:30:00Z,1.1759,1.1775,1.17577,1.17721
2025-10-01T06:45:00Z,1.17722,1.17735,1.17662,1.17678
2025-10-01T07:00:00Z,1.17676,1.17787,1.17676,1.17766
2025-10-01T07:15:00Z,1.17766,1.17776,1.17538,1.17538
2025-10-01T07:30:00Z,1.17536,1.1758,1.1742,1.17429
2025-10-01T07:45:00Z,1.1743,1.1757,1.17424,1.17498
2025-10-01T08:00:00Z,1.17501,1.17628,1.17501,1.17528
2025-10-01T08:15:00Z,1.17528,1.17596,1.17521,1.17558
2025-10-01T08:30:00Z,1.17556,1.1766,1.17538,1.17584
2025-10-01T08:45:00Z,1.17585,1.17601,1.17494,1.17495
2025-10-01T09:00:00Z,1.17496,1.17542,1.17463,1.17514
2025-10-01T09:15:00Z,1.17513,1.1752,1.17432,1.17434
2025-10-01T09:30:00Z,1.17435,1.17452,1.174,1.17426
2025-10-01T09:45:00Z,1.17424,1.17424,1.17308,1.1733
2025-10-01T10:00:00Z,1.1733,1.17336,1.17258,1.17302
2025-10-01T10:15:00Z,1.17302,1.17304,1.17174,1.17178
2025-10-01T10:30:00Z,1.17178,1.17264,1.1716,1.17255
2025-10-01T10:45:00Z,1.17255,1.17305,1.17204,1.17254
2025-10-01T11:00:00Z,1.17255,1.17309,1.17252,1.17306
2025-10-01T11:15:00Z,1.17308,1.17363,1.17306,1.17356
2025-10-01T11:30:00Z,1.17356,1.1739,1.1732,1.17378
2025-10-01T11:45:00Z,1.17379,1.17402,1.17334,1.17344
2025-10-01T12:00:00Z,1.17344,1.17354,1.17236,1.17241
2025-10-01T12:15:00Z,1.17241,1.1769,1.17226,1.1752
2025-10-01T12:30:00Z,1.1752,1.17642,1.17434,1.17541
2025-10-01T12:45:00Z,1.17542,1.17606,1.17434,1.17492
2025-10-01T13:00:00Z,1.17492,1.17606,1.17462,1.17536
2025-10-01T13:15:00Z,1.17536,1.17585,1.17482,1.17537
2025-10-01T13:30:00Z,1.17538,1.1761,1.17526,1.17596
2025-10-01T13:45:00Z,1.17596,1.17616,1.175,1.17547
2025-10-01T14:00:00Z,1.17548,1.17635,1.17406,1.17416
2025-10-01T14:15:00Z,1.17416,1.17494,1.17346,1.17476
2025-10-01T14:30:00Z,1.17478,1.17548,1.17468,1.17525
2025-10-01T14:45:00Z,1.17527,1.17565,1.17309,1.17465
2025-10-01T15:00:00Z,1.17463,1.17493,1.1734,1.17365
2025-10-01T15:15:00Z,1.17364,1.17374,1.17215,1.17261
2025-10-01T15:30:00Z,1.1726,1.17354,1.17236,1.17292
2025-10-01T15:45:00Z,1.17294,1.17315,1.17222,1.1723
2025-10-01T16:00:00Z,1.17229,1.17268,1.17165,1.17216
