time,open,high,low,close
2002-05-06,0.91825,0.91825,0.91825,0.91825
2002-05-07,0.91825,0.91825,0.91535,0.91535
2002-05-08,0.91535,0.91535,0.90435,0.90435
2002-05-09,0.90435,0.90935,0.90435,0.90935
2002-05-10,0.90935,0.914,0.90935,0.914
2002-05-13,0.9141,0.9141,0.91155,0.91155
2002-05-14,0.91155,0.91155,0.90275,0.90275
2002-05-15,0.90275,0.91255,0.90275,0.91255
2002-05-16,0.91255,0.91255,0.91195,0.91195
2002-05-17,0.91195,0.9209,0.91195,0.9209
2002-05-20,0.9201,0.92095,0.9201,0.92095
2002-05-21,0.92095,0.92095,0.91985,0.91985
2002-05-22,0.91985,0.92575,0.91985,0.92575
2002-05-23,0.92575,0.92575,0.92145,0.92145
2002-05-24,0.92145,0.92145,0.921,0.921
2002-05-27,0.9211,0.9211,0.9209,0.9209
2002-05-28,0.9209,0.92875,0.9209,0.92875
2002-05-29,0.92875,0.93545,0.92875,0.93545
2002-05-30,0.93545,0.93705,0.93545,0.93705
2002-05-31,0.93705,0.93705,0.9339,0.9339
2002-06-03,0.9329,0.94105,0.9329,0.94105
2002-06-04,0.94105,0.94105,0.93935,0.93935
2002-06-05,0.93935,0.93935,0.93935,0.93935
2002-06-06,0.93935,0.94765,0.93935,0.94765
2002-06-07,0.94765,0.94765,0.944,0.944
2002-06-10,0.9432,0.94455,0.9432,0.94455
2002-06-11,0.94455,0.94825,0.94455,0.94825
2002-06-12,0.94825,0.94825,0.94395,0.94395
2002-06-13,0.94395,0.94395,0.94345,0.94345
2002-06-14,0.94345,0.9456,0.94345,0.9456
2002-06-17,0.9453,0.9453,0.94445,0.94445
2002-06-18,0.94445,0.95185,0.94445,0.95185
2002-06-19,0.95185,0.95745,0.95185,0.95745
2002-06-20,0.95745,0.965,0.95745,0.965
2002-06-21,0.965,0.9711,0.965,0.9711
2002-06-24,0.9706,0.9706,0.97045,0.97045
2002-06-25,0.97045,0.97935,0.97045,0.97935
2002-06-26,0.97935,0.9806,0.97935,0.9806
2002-06-27,0.9806,0.98865,0.9806,0.98865
2002-06-28,0.98865,0.9919,0.98865,0.9919
2002-07-01,0.9915,0.9915,0.9911,0.9911
2002-07-02,0.9911,0.9911,0.98635,0.98635
2002-07-03,0.98635,0.98635,0.98065,0.98065
2002-07-04,0.98065,0.98065,0.97945,0.97945
2002-07-05,0.97945,0.97945,0.9731,0.9731
2002-07-08,0.9746,0.99075,0.9746,0.99075
2002-07-09,0.99075,0.99355,0.99075,0.99355
2002-07-10,0.99355,0.99355,0.98855,0.98855
2002-07-11,0.98855,0.98915,0.98855,0.98915
2002-07-12,0.98915,0.9915,0.98915,0.9915
2002-07-15,0.9912,1.00355,0.9912,1.00355
2002-07-16,1.00355,1.01195,1.00355,1.01195
2002-07-17,1.01195,1.01195,1.00705,1.00705
2002-07-18,1.00705,1.0112,1.00705,1.0112
2002-07-19,1.0112,1.0117,1.0112,1.0117
2002-07-22,1.0112,1.0112,1.00865,1.00865
2002-07-23,1.00865,1.00865,0.98885,0.98885
2002-07-24,0.98885,0.99515,0.98885,0.99515
2002-07-25,0.99515,1.00445,0.99515,1.00445
2002-07-26,1.00445,1.00445,0.9871,0.9871
2002-07-29,0.9867,0.9867,0.9808,0.9808
2002-07-30,0.9808,0.9834,0.9808,0.9834
2002-07-31,0.9834,0.9834,0.9775,0.9775
2002-08-01,0.9775,0.98445,0.9775,0.98445
2002-08-02,0.98445,0.9866,0.98445,0.9866
2002-08-05,0.9864,0.9864,0.98015,0.98015
2002-08-06,0.98015,0.98015,0.96635,0.96635
2002-08-07,0.96635,0.97485,0.96635,0.97485
2002-08-08,0.97485,0.97485,0.9672,0.9672
2002-08-09,0.9672,0.9704,0.9672,0.9704
2002-08-12,0.9698,0.97895,0.9698,0.97895
2002-08-13,0.97895,0.98385,0.97895,0.98385
2002-08-14,0.98385,0.98385,0.9797,0.9797
2002-08-15,0.9797,0.982,0.9797,0.982
2002-08-16,0.982,0.9851,0.982,0.9851
2002-08-19,0.984,0.984,0.97625,0.97625
2002-08-20,0.97625,0.97915,0.97625,0.97915
2002-08-21,0.97915,0.98065,0.97915,0.98065
2002-08-22,0.98065,0.98065,0.96915,0.96915
2002-08-23,0.96915,0.973,0.96915,0.973
2002-08-26,0.973,0.973,0.97195,0.97195
2002-08-27,0.97195,0.9833,0.97195,0.9833
2002-08-28,0.9833,0.9833,0.97925,0.97925
2002-08-29,0.97925,0.98485,0.97925,0.98485
2002-08-30,0.98485,0.98485,0.9822,0.9822
2002-09-02,0.9823,0.9837,0.9823,0.9837
2002-09-03,0.9837,0.99695,0.9837,0.99695
2002-09-04,0.99695,0.99695,0.9929,0.9929
2002-09-05,0.9929,0.9929,0.9916,0.9916
2002-09-09,0.9816,0.9816,0.97955,0.97955
2002-09-10,0.97955,0.97955,0.97555,0.97555
2002-09-12,0.97555,0.98195,0.97555,0.98195
