time,open,high,low,close
2026-05-17T21:00:00Z,1.16196,1.16196,1.16196,1.16196
2026-05-17T21:05:00Z,1.16201,1.16209,1.162,1.16209
2026-05-17T21:10:00Z,1.16208,1.16215,1.162,1.162
2026-05-17T21:15:00Z,1.16206,1.16222,1.16205,1.16218
2026-05-17T21:20:00Z,1.16219,1.16219,1.16198,1.162
2026-05-17T21:25:00Z,1.16198,1.16207,1.16196,1.16207
2026-05-17T21:30:00Z,1.16206,1.16213,1.16206,1.16212
2026-05-17T21:35:00Z,1.16212,1.16212,1.16188,1.16204
2026-05-17T21:40:00Z,1.16204,1.16204,1.16188,1.16192
2026-05-17T21:45:00Z,1.16193,1.16199,1.16192,1.16194
2026-05-17T21:50:00Z,1.16196,1.16218,1.16194,1.16216
2026-05-17T21:55:00Z,1.16216,1.1625,1.16212,1.16248
2026-05-17T22:00:00Z,1.16248,1.16248,1.16218,1.16228
2026-05-17T22:05:00Z,1.16226,1.1624,1.1622,1.1624
2026-05-17T22:10:00Z,1.16238,1.16247,1.16224,1.16234
2026-05-17T22:15:00Z,1.16235,1.16241,1.1622,1.16223
2026-05-17T22:20:00Z,1.1622,1.16241,1.16213,1.16222
2026-05-17T22:25:00Z,1.16221,1.16222,1.16208,1.1621
2026-05-17T22:30:00Z,1.16211,1.16225,1.16205,1.16206
2026-05-17T22:35:00Z,1.16206,1.16238,1.16206,1.16234
2026-05-17T22:40:00Z,1.16235,1.16241,1.1623,1.16237
2026-05-17T22:45:00Z,1.16236,1.16237,1.16228,1.16229
2026-05-17T22:50:00Z,1.16232,1.16236,1.16232,1.16235
2026-05-17T22:55:00Z,1.16234,1.16235,1.16224,1.1623
2026-05-17T23:00:00Z,1.1623,1.16236,1.16214,1.16224
2026-05-17T23:05:00Z,1.16223,1.16224,1.16202,1.1621
2026-05-17T23:10:00Z,1.16209,1.16214,1.16204,1.16211
2026-05-17T23:15:00Z,1.1621,1.16217,1.16208,1.16214
2026-05-17T23:20:00Z,1.16214,1.16219,1.1621,1.16212
2026-05-17T23:25:00Z,1.16211,1.16215,1.16192,1.16197
2026-05-17T23:30:00Z,1.16196,1.16196,1.16174,1.16182
2026-05-17T23:35:00Z,1.16182,1.16185,1.16159,1.16159
2026-05-17T23:40:00Z,1.1616,1.16163,1.1612,1.16146
2026-05-17T23:45:00Z,1.16146,1.1615,1.1613,1.16134
2026-05-17T23:50:00Z,1.16135,1.16144,1.16129,1.16132
2026-05-17T23:55:00Z,1.16131,1.16138,1.16124,1.16138
2026-05-18T00:00:00Z,1.1614,1.16196,1.16134,1.16185
2026-05-18T00:05:00Z,1.16186,1.16212,1.16172,1.16186
2026-05-18T00:10:00Z,1.16186,1.16196,1.16148,1.16156
2026-05-18T00:15:00Z,1.16155,1.16166,1.16148,1.16152
2026-05-18T00:20:00Z,1.16152,1.16176,1.16141,1.16146
2026-05-18T00:25:00Z,1.16145,1.1616,1.16144,1.1615
2026-05-18T00:30:00Z,1.16151,1.1616,1.16128,1.16137
2026-05-18T00:35:00Z,1.16138,1.16144,1.16124,1.16125
2026-05-18T00:40:00Z,1.16124,1.1613,1.16106,1.16106
2026-05-18T00:45:00Z,1.16106,1.1612,1.16102,1.1612
2026-05-18T00:50:00Z,1.1612,1.16128,1.16082,1.16087
2026-05-18T00:55:00Z,1.16088,1.16121,1.16085,1.16116
2026-05-18T01:00:00Z,1.16116,1.16128,1.16085,1.16104
2026-05-18T01:05:00Z,1.16104,1.16136,1.161,1.16136
2026-05-18T01:10:00Z,1.16134,1.16138,1.1611,1.16114
2026-05-18T01:15:00Z,1.16115,1.16129,1.161,1.1612
